epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,74001.6,0.80396,0.53118,1.208,0.87939,0.92796,0.92141,0.70285,1.11913,0.60432,1.55222,0.00582114,0.00582114,0.00582114
181,74290.9,0.77552,0.52493,1.17574,0.90464,0.92313,0.93204,0.71186,1.11754,0.58267,1.5493,0.00578238,0.00578238,0.00578238
182,74589.6,0.78014,0.53773,1.19181,0.91064,0.93421,0.93876,0.71611,1.11828,0.56084,1.54951,0.00574358,0.00574358,0.00574358
183,74907.2,0.78575,0.51355,1.1967,0.90469,0.93452,0.93857,0.71676,1.11864,0.55629,1.55203,0.00570472,0.00570472,0.00570472
184,75183.4,0.7851,0.51084,1.19029,0.90804,0.93329,0.93886,0.71791,1.11538,0.55069,1.54984,0.00566582,0.00566582,0.00566582
185,75456.3,0.78199,0.52913,1.19209,0.90045,0.93852,0.93472,0.71398,1.11678,0.55976,1.55209,0.00562688,0.00562688,0.00562688
186,75716.4,0.77784,0.52827,1.19328,0.91406,0.92487,0.94047,0.71989,1.11654,0.54003,1.55066,0.00558791,0.00558791,0.00558791
187,75949.7,0.772,0.51563,1.18758,0.89725,0.93589,0.93649,0.71867,1.12534,0.54509,1.559,0.00554889,0.00554889,0.00554889
188,76392.5,0.76509,0.4971,1.18033,0.91004,0.92567,0.93712,0.71584,1.13219,0.57643,1.56265,0.00550985,0.00550985,0.00550985
189,77080.2,0.77529,0.52086,1.18257,0.88303,0.9291,0.92111,0.6978,1.1365,0.62448,1.56766,0.00547077,0.00547077,0.00547077
190,77414.6,0.78043,0.52492,1.18704,0.89179,0.93032,0.92653,0.70279,1.14006,0.61457,1.57015,0.00543166,0.00543166,0.00543166
191,77798,0.77521,0.51077,1.18114,0.8948,0.91856,0.92378,0.70348,1.13557,0.62287,1.56641,0.00539253,0.00539253,0.00539253
192,78109.9,0.79133,0.51397,1.19377,0.90989,0.90847,0.93034,0.71115,1.13704,0.59925,1.56903,0.00535337,0.00535337,0.00535337
193,78720.3,0.76436,0.51611,1.1806,0.89443,0.92504,0.91622,0.69999,1.1321,0.61342,1.5774,0.00531419,0.00531419,0.00531419
194,78968.8,0.76811,0.51791,1.18103,0.9027,0.91361,0.91517,0.69783,1.13055,0.64591,1.57138,0.00527499,0.00527499,0.00527499
195,79272.3,0.77564,0.51423,1.18286,0.88868,0.91312,0.91636,0.69655,1.13172,0.64098,1.57571,0.00523577,0.00523577,0.00523577
196,79622.2,0.77518,0.50487,1.18471,0.88805,0.92517,0.91944,0.7002,1.13204,0.64743,1.57428,0.00519654,0.00519654,0.00519654
197,79996.7,0.766,0.51463,1.18651,0.89586,0.93092,0.92668,0.70907,1.12631,0.60877,1.57089,0.0051573,0.0051573,0.0051573
198,80445.4,0.76734,0.5192,1.18496,0.8996,0.93021,0.93116,0.71288,1.12628,0.59959,1.57036,0.00511804,0.00511804,0.00511804
199,80837.8,0.74869,0.48803,1.16074,0.92182,0.91772,0.93517,0.71295,1.12638,0.59581,1.57354,0.00507878,0.00507878,0.00507878
200,81442.8,0.76275,0.51354,1.17458,0.93704,0.91198,0.93733,0.71859,1.12995,0.59418,1.57312,0.00503952,0.00503952,0.00503952
201,81871.5,0.75424,0.49174,1.1686,0.91785,0.93162,0.94349,0.7266,1.1309,0.54798,1.57435,0.00500025,0.00500025,0.00500025
202,82121.5,0.76538,0.50165,1.17191,0.92009,0.93146,0.93914,0.72785,1.13114,0.53126,1.57734,0.00496098,0.00496098,0.00496098
203,82425.9,0.74973,0.49734,1.16285,0.92324,0.92963,0.94778,0.73118,1.12989,0.5299,1.58386,0.00492172,0.00492172,0.00492172
204,82933.1,0.74688,0.5051,1.17095,0.92223,0.9326,0.93995,0.72242,1.12993,0.54812,1.58073,0.00488246,0.00488246,0.00488246
205,83339.1,0.75783,0.5027,1.17463,0.92531,0.93094,0.94033,0.72112,1.1351,0.55071,1.59287,0.0048432,0.0048432,0.0048432
206,83722.1,0.76216,0.50362,1.16724,0.91782,0.93063,0.93525,0.72647,1.14192,0.53997,1.60084,0.00480396,0.00480396,0.00480396
207,84137.1,0.74887,0.49771,1.16325,0.92249,0.92804,0.94178,0.72869,1.14447,0.53972,1.60494,0.00476473,0.00476473,0.00476473
208,84654.8,0.75347,0.50447,1.17444,0.92706,0.92698,0.94782,0.73194,1.14544,0.53619,1.60822,0.00472551,0.00472551,0.00472551
209,84975.9,0.76512,0.50659,1.17797,0.92751,0.92585,0.94794,0.73233,1.14301,0.53337,1.59967,0.00468631,0.00468631,0.00468631
210,85227.1,0.73972,0.48437,1.1524,0.93262,0.91312,0.94375,0.73031,1.14472,0.536,1.6026,0.00464713,0.00464713,0.00464713
211,85653.8,0.74551,0.48675,1.16324,0.93194,0.91751,0.9456,0.72856,1.14781,0.54324,1.60028,0.00460797,0.00460797,0.00460797
212,86172.5,0.74276,0.48609,1.15919,0.92445,0.92628,0.94222,0.72475,1.15553,0.5502,1.60165,0.00456884,0.00456884,0.00456884
213,86520.2,0.73986,0.48826,1.16129,0.91949,0.92681,0.93751,0.72145,1.15331,0.56057,1.59764,0.00452973,0.00452973,0.00452973
214,86793.7,0.74262,0.47832,1.16651,0.92935,0.92803,0.93898,0.72051,1.14972,0.57511,1.59548,0.00449065,0.00449065,0.00449065
215,87183.6,0.73652,0.47928,1.1501,0.91313,0.92804,0.93668,0.71693,1.1513,0.5861,1.59737,0.00445161,0.00445161,0.00445161
216,87629.1,0.73662,0.47435,1.14657,0.91439,0.92354,0.93048,0.71658,1.15065,0.58652,1.59704,0.00441259,0.00441259,0.00441259
217,88005.8,0.73913,0.47888,1.15701,0.92199,0.92465,0.93523,0.71941,1.15165,0.57957,1.60169,0.00437362,0.00437362,0.00437362
218,88257.3,0.74421,0.48787,1.16495,0.91735,0.92355,0.9345,0.72152,1.14982,0.58415,1.59948,0.00433468,0.00433468,0.00433468
219,88523.6,0.73986,0.48761,1.15691,0.92113,0.92234,0.93205,0.71793,1.14658,0.5827,1.59392,0.00429578,0.00429578,0.00429578
220,89695.2,0.71852,0.4744,1.13542,0.92008,0.92423,0.92883,0.71344,1.1459,0.58892,1.59557,0.00425692,0.00425692,0.00425692
221,90089.5,0.73546,0.4815,1.15499,0.92168,0.92241,0.92707,0.71103,1.14468,0.59186,1.60173,0.00421812,0.00421812,0.00421812
222,90381.6,0.72353,0.47513,1.1564,0.91947,0.92241,0.92699,0.71306,1.13763,0.58519,1.59797,0.00417936,0.00417936,0.00417936
223,90713.5,0.72621,0.4684,1.15108,0.9206,0.92355,0.92986,0.71167,1.13889,0.59178,1.59797,0.00414065,0.00414065,0.00414065
224,91104,0.70964,0.47287,1.13902,0.9224,0.9233,0.92711,0.7114,1.13679,0.59801,1.59651,0.00410199,0.00410199,0.00410199
225,91570,0.72308,0.47819,1.1465,0.91479,0.93497,0.93455,0.71642,1.1367,0.59362,1.60022,0.00406339,0.00406339,0.00406339
226,91840.8,0.72233,0.48172,1.14793,0.91796,0.93269,0.93489,0.71434,1.13792,0.59327,1.59891,0.00402485,0.00402485,0.00402485
227,92426.5,0.70968,0.46076,1.13512,0.91269,0.9304,0.93075,0.71038,1.13844,0.60078,1.60245,0.00398636,0.00398636,0.00398636
228,92756.3,0.72129,0.47099,1.14939,0.90498,0.93968,0.93301,0.71139,1.13861,0.60343,1.60489,0.00394794,0.00394794,0.00394794
229,93308.2,0.71575,0.46602,1.14316,0.90474,0.93725,0.92718,0.7069,1.14076,0.62032,1.6041,0.00390959,0.00390959,0.00390959
230,93585.7,0.72184,0.47244,1.15067,0.91137,0.92733,0.92726,0.70648,1.14235,0.63217,1.60365,0.0038713,0.0038713,0.0038713
231,93984.7,0.71055,0.46736,1.14739,0.93095,0.90938,0.93113,0.70949,1.14063,0.6308,1.59987,0.00383308,0.00383308,0.00383308
232,94537.8,0.72427,0.47054,1.14587,0.91559,0.92643,0.92995,0.70932,1.1387,0.62732,1.59895,0.00379493,0.00379493,0.00379493
233,95030.9,0.71574,0.4744,1.1412,0.91758,0.92764,0.93128,0.71044,1.14077,0.62057,1.59757,0.00375686,0.00375686,0.00375686
234,95287.9,0.71324,0.46769,1.14162,0.91237,0.93121,0.9315,0.71253,1.14288,0.61496,1.60071,0.00371887,0.00371887,0.00371887
235,95669.6,0.70068,0.45766,1.13757,0.91407,0.9302,0.93106,0.71262,1.14019,0.61633,1.59702,0.00368095,0.00368095,0.00368095
236,96194.1,0.69327,0.46379,1.12617,0.91233,0.93334,0.93287,0.71465,1.142,0.61061,1.59919,0.00364312,0.00364312,0.00364312
237,96481.3,0.69607,0.45081,1.12521,0.91784,0.93269,0.93593,0.71723,1.13914,0.60034,1.59616,0.00360536,0.00360536,0.00360536
238,96798.6,0.70736,0.4587,1.13481,0.9209,0.93154,0.93528,0.71532,1.13834,0.60183,1.59643,0.0035677,0.0035677,0.0035677
239,97575.8,0.70622,0.47588,1.14107,0.92127,0.93038,0.93513,0.71548,1.1384,0.59846,1.6011,0.00353012,0.00353012,0.00353012
240,98478.3,0.70721,0.47321,1.13529,0.92311,0.9314,0.93692,0.71627,1.14179,0.59271,1.60863,0.00349264,0.00349264,0.00349264
241,98913.1,0.71039,0.46002,1.13009,0.92461,0.92716,0.9346,0.71704,1.14017,0.58769,1.60695,0.00345524,0.00345524,0.00345524
149,298.044,0.88268,0.74543,1.20673,0.86844,0.91773,0.91219,0.69604,1.15548,0.68123,1.55385,0.00698589,0.00698589,0.00698589
150,605.109,0.89023,0.72551,1.22236,0.77934,0.89531,0.8051,0.60076,1.15553,1.21992,1.55064,0.00694979,0.00694979,0.00694979
151,884.688,0.88966,0.73349,1.21848,0.75571,0.87885,0.75507,0.56099,1.17413,1.71793,1.57902,0.00691357,0.00691357,0.00691357
152,1159.51,0.89858,0.72996,1.22268,0.76004,0.88161,0.76898,0.57119,1.17518,1.42772,1.58672,0.00687723,0.00687723,0.00687723
153,1436.21,0.90108,0.70655,1.22489,0.71132,0.91119,0.71876,0.5301,1.19104,2.01297,1.5976,0.00684078,0.00684078,0.00684078
154,1713.59,0.86761,0.71534,1.19647,0.70279,0.91075,0.70722,0.52341,1.16476,2.45498,1.57654,0.00680421,0.00680421,0.00680421
155,1984.68,0.88766,0.70341,1.22558,0.70713,0.91183,0.70863,0.52684,1.16113,2.60098,1.57198,0.00676754,0.00676754,0.00676754
156,2259.92,0.89447,0.7069,1.20698,0.7172,0.91949,0.72825,0.53739,1.17638,2.26486,1.59203,0.00673075,0.00673075,0.00673075
157,2535.51,0.87232,0.70228,1.20084,0.69808,0.91083,0.70969,0.52379,1.15746,2.68496,1.5804,0.00669385,0.00669385,0.00669385
158,2811.06,0.87488,0.71157,1.20073,0.74299,0.90275,0.75756,0.56311,1.15334,1.56884,1.57677,0.00665686,0.00665686,0.00665686
159,3087.03,0.88328,0.68262,1.21191,0.72625,0.91216,0.74188,0.55121,1.1627,1.87257,1.57625,0.00661976,0.00661976,0.00661976
160,3363.02,0.85212,0.68837,1.19415,0.69365,0.89713,0.68898,0.51724,1.15983,3.05585,1.56874,0.00658256,0.00658256,0.00658256
161,3638.54,0.87449,0.70347,1.20753,0.70229,0.90081,0.70291,0.52534,1.15135,2.62628,1.55905,0.00654526,0.00654526,0.00654526
162,3913.06,0.88937,0.70601,1.20303,0.7073,0.8982,0.7147,0.53045,1.1533,2.73565,1.57504,0.00650786,0.00650786,0.00650786
163,4187.88,0.86722,0.67949,1.19133,0.68985,0.91304,0.7033,0.52425,1.17029,2.83648,1.59032,0.00647038,0.00647038,0.00647038
164,4461.95,0.85665,0.67755,1.18707,0.64429,0.9291,0.65284,0.48597,1.1654,6.65942,1.57528,0.0064328,0.0064328,0.0064328
165,4738.29,0.85688,0.65605,1.17304,0.65386,0.92227,0.6596,0.48978,1.16867,5.09931,1.58946,0.00639514,0.00639514,0.00639514
166,5012.86,0.85336,0.66768,1.17136,0.67416,0.91189,0.68226,0.51034,1.15725,2.93815,1.57112,0.00635738,0.00635738,0.00635738
167,5289.05,0.87078,0.67673,1.20237,0.66933,0.90721,0.67627,0.502,1.16595,3.33348,1.58264,0.00631955,0.00631955,0.00631955
168,5564.62,0.86021,0.63893,1.18505,0.67487,0.90825,0.68115,0.50535,1.17286,3.00435,1.58641,0.00628163,0.00628163,0.00628163
169,5838.55,0.86056,0.66417,1.19939,0.66902,0.91426,0.67398,0.50053,1.17427,3.78943,1.59811,0.00624364,0.00624364,0.00624364
170,6114.54,0.86288,0.6707,1.20168,0.69975,0.9039,0.71029,0.5237,1.17657,2.57324,1.59483,0.00620557,0.00620557,0.00620557
171,6389.71,0.84674,0.65079,1.17717,0.73539,0.90891,0.76406,0.56497,1.18,1.78911,1.60634,0.00616742,0.00616742,0.00616742
172,6665.67,0.83848,0.67319,1.17842,0.73053,0.89766,0.73534,0.54042,1.18254,2.25343,1.59584,0.0061292,0.0061292,0.0061292
173,6939.95,0.84945,0.6573,1.1781,0.71023,0.89379,0.71748,0.52994,1.17245,2.46543,1.58644,0.00609091,0.00609091,0.00609091
174,7213.51,0.82536,0.64582,1.1568,0.67587,0.90943,0.67977,0.49836,1.18013,4.14486,1.60553,0.00605256,0.00605256,0.00605256
175,7489.32,0.84117,0.64475,1.17447,0.64888,0.91997,0.65343,0.48285,1.17564,7.14142,1.59566,0.00601414,0.00601414,0.00601414
176,7764.08,0.84606,0.65917,1.16969,0.67339,0.92255,0.68565,0.50917,1.1695,3.63312,1.58728,0.00597565,0.00597565,0.00597565
177,8038.92,0.84164,0.65969,1.19557,0.74921,0.91561,0.7711,0.57551,1.15729,1.59385,1.58199,0.00593711,0.00593711,0.00593711
178,8313.3,0.83113,0.64345,1.17688,0.71967,0.92536,0.73801,0.55372,1.16055,1.99303,1.59336,0.00589851,0.00589851,0.00589851
179,8591.24,0.83474,0.65964,1.17263,0.6804,0.92567,0.67939,0.50917,1.15887,3.32382,1.59087,0.00585985,0.00585985,0.00585985
180,8869.53,0.85055,0.65845,1.18392,0.66298,0.92095,0.65693,0.49267,1.15838,5.34328,1.58969,0.00582114,0.00582114,0.00582114
181,9146.87,0.84397,0.64505,1.17308,0.66038,0.91953,0.65424,0.48838,1.15888,6.96187,1.59551,0.00578238,0.00578238,0.00578238
182,9426.16,0.84204,0.63376,1.18326,0.67062,0.91409,0.6597,0.49434,1.16282,5.15667,1.59947,0.00574358,0.00574358,0.00574358
183,9705.41,0.84324,0.62833,1.16475,0.6743,0.91891,0.6774,0.50805,1.16164,3.77897,1.59171,0.00570472,0.00570472,0.00570472
184,9983.81,0.85646,0.64881,1.19067,0.66275,0.92596,0.66757,0.4989,1.15264,4.51065,1.57834,0.00566582,0.00566582,0.00566582
185,10261.9,0.84031,0.63622,1.17908,0.66598,0.92678,0.66011,0.49296,1.15963,5.30297,1.5881,0.00562688,0.00562688,0.00562688
186,10540.7,0.81887,0.63889,1.15093,0.66636,0.92698,0.66511,0.49578,1.16297,4.38052,1.5939,0.00558791,0.00558791,0.00558791
187,10819,0.83598,0.65031,1.17465,0.69018,0.9115,0.69206,0.51624,1.16955,2.83655,1.59213,0.00554889,0.00554889,0.00554889
188,11096.4,0.82215,0.61909,1.15824,0.71921,0.92028,0.728,0.54468,1.17583,2.29282,1.60154,0.00550985,0.00550985,0.00550985
189,11373.6,0.81411,0.6195,1.15797,0.72721,0.92355,0.73509,0.54664,1.17528,2.38604,1.60063,0.00547077,0.00547077,0.00547077
190,11651.2,0.82758,0.60552,1.16545,0.73265,0.92355,0.75145,0.55405,1.17239,2.0313,1.60826,0.00543166,0.00543166,0.00543166
191,11928.8,0.82972,0.60914,1.17048,0.72523,0.92302,0.73819,0.54645,1.16886,2.23188,1.60754,0.00539253,0.00539253,0.00539253
192,12207.2,0.81332,0.60528,1.15162,0.72702,0.91641,0.7344,0.54432,1.17694,2.48363,1.61916,0.00535337,0.00535337,0.00535337
193,12485.6,0.82182,0.60538,1.17619,0.74507,0.92579,0.75608,0.56023,1.1811,2.09098,1.61872,0.00531419,0.00531419,0.00531419
194,12764.4,0.79557,0.59414,1.13994,0.74755,0.91314,0.75554,0.55637,1.18127,2.30586,1.62117,0.00527499,0.00527499,0.00527499
195,13042.5,0.81142,0.59026,1.14427,0.75283,0.90486,0.75731,0.55845,1.18424,2.41984,1.62752,0.00523577,0.00523577,0.00523577
196,13321,0.8197,0.61492,1.16581,0.75114,0.90974,0.75645,0.55903,1.18152,2.41466,1.62242,0.00519654,0.00519654,0.00519654
197,13600.5,0.79662,0.61144,1.14664,0.75989,0.9063,0.76156,0.56459,1.18606,2.15312,1.62497,0.0051573,0.0051573,0.0051573
198,13877.2,0.82161,0.61803,1.15084,0.75127,0.90749,0.75427,0.56035,1.18255,2.38034,1.62787,0.00511804,0.00511804,0.00511804
199,14156.9,0.80879,0.61934,1.15446,0.75877,0.90521,0.76704,0.56931,1.1831,2.13707,1.62725,0.00507878,0.00507878,0.00507878
200,14433.4,0.78621,0.56973,1.13277,0.77282,0.92926,0.78421,0.58155,1.17673,1.85874,1.62368,0.00503952,0.00503952,0.00503952
201,14709.8,0.80879,0.59667,1.15499,0.759,0.93164,0.7728,0.56871,1.17843,2.16635,1.62913,0.00500025,0.00500025,0.00500025
202,14989.4,0.78802,0.5989,1.11877,0.74806,0.91729,0.75649,0.55583,1.17571,2.4213,1.62518,0.00496098,0.00496098,0.00496098
203,15265.7,0.80172,0.59578,1.13975,0.73632,0.92485,0.74805,0.55144,1.17034,2.49484,1.61877,0.00492172,0.00492172,0.00492172
204,15545.1,0.80752,0.59273,1.14242,0.73512,0.93174,0.74482,0.54856,1.16924,2.66255,1.62404,0.00488246,0.00488246,0.00488246
205,15824.1,0.80253,0.60502,1.14549,0.73793,0.92617,0.74495,0.547,1.17079,2.45743,1.62249,0.0048432,0.0048432,0.0048432
206,16103.2,0.77847,0.58742,1.12485,0.73138,0.93055,0.74536,0.55028,1.16655,2.37787,1.62155,0.00480396,0.00480396,0.00480396
207,16382.4,0.82079,0.60347,1.16707,0.7372,0.92642,0.74636,0.55214,1.16525,2.25042,1.6179,0.00476473,0.00476473,0.00476473
208,16660.9,0.79118,0.60488,1.13739,0.73496,0.92804,0.74894,0.55378,1.16526,2.33105,1.61621,0.00472551,0.00472551,0.00472551
209,16940.4,0.76273,0.56588,1.11621,0.75539,0.91406,0.76744,0.5682,1.17201,2.03111,1.62141,0.00468631,0.00468631,0.00468631
210,17217,0.79551,0.60006,1.14119,0.74837,0.91595,0.75544,0.56023,1.17267,2.10097,1.61967,0.00464713,0.00464713,0.00464713
211,17495.8,0.80056,0.58955,1.1463,0.73251,0.91366,0.74268,0.55024,1.17145,2.30305,1.61516,0.00460797,0.00460797,0.00460797
212,17775.2,0.80331,0.58302,1.1433,0.70856,0.91532,0.71847,0.53234,1.17171,2.77336,1.61968,0.00456884,0.00456884,0.00456884
213,18053.3,0.76961,0.57486,1.11127,0.71623,0.91937,0.72182,0.53492,1.1732,2.49876,1.62118,0.00452973,0.00452973,0.00452973
214,18330,0.8053,0.5902,1.14467,0.7116,0.91854,0.71916,0.53158,1.17278,2.58286,1.61851,0.00449065,0.00449065,0.00449065
215,18608.4,0.78808,0.57968,1.14076,0.70571,0.92624,0.71963,0.53343,1.17884,2.44661,1.62068,0.00445161,0.00445161,0.00445161
216,18888.7,0.78616,0.57848,1.133,0.7037,0.91316,0.70907,0.53049,1.17928,2.45874,1.61976,0.00441259,0.00441259,0.00441259
217,19231.9,0.77725,0.59359,1.13286,0.69942,0.91882,0.71213,0.53063,1.18201,2.6866,1.62323,0.00437362,0.00437362,0.00437362
